trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
8553673_090223,12:19:08,12:19:08,12990,38,0,0,12963
8553674_090223,12:34:08,12:34:08,12990,38,0,0,12963
8553675_090223,12:49:08,12:49:08,12990,38,0,0,12963
8754426_090223,24:50:59,24:50:59,12990,49,0,0,17589
8830037_090223,19:55:59,19:55:59,12990,49,0,0,17589
8830043_090223,22:25:59,22:25:59,12990,49,0,0,17589
8855188_090223,08:50:59,08:50:59,13237,6,0,1,3377
8930717_090223,07:22:48,07:22:48,12990,41,0,0,13829
8930717_150223,07:22:48,07:22:48,12990,41,0,0,13829
8934888_090223,11:04:08,11:04:08,12990,38,0,0,12963
8934889_090223,11:19:08,11:19:08,12990,38,0,0,12963
8934890_090223,11:34:08,11:34:08,12990,38,0,0,12963
894470_090223,13:09:59,13:09:59,13237,7,0,0,3377
894470_150223,13:09:59,13:09:59,13237,7,0,0,3377
9064032_090223,08:22:48,08:22:48,12990,41,0,0,13829
9064032_150223,08:22:48,08:22:48,12990,41,0,0,13829
9064507_090223,06:38:04,06:38:04,12990,46,0,0,17187
9175116_090223,11:22:38,11:22:38,12990,13,0,0,4604
9175119_090223,12:32:38,12:32:38,12990,13,0,0,4604
9199868_090223,11:51:06,11:51:06,12990,20,0,0,7060
9239579_090223,09:32:48,09:32:48,12990,41,0,0,13829
9239579_150223,09:32:48,09:32:48,12990,41,0,0,13829
9239580_090223,09:42:48,09:42:48,12990,41,0,0,13829
9239580_150223,09:42:48,09:42:48,12990,41,0,0,13829
9239582_090223,10:02:48,10:02:48,12990,41,0,0,13829
9239582_150223,10:02:48,10:02:48,12990,41,0,0,13829
9258706_090223,09:49:08,09:49:08,12990,38,0,0,12963
9260369_090223,06:59:08,06:59:08,12990,38,0,0,12963
9261006_090223,07:37:48,07:37:48,12990,41,0,0,13829
9261006_150223,07:37:48,07:37:48,12990,41,0,0,13829
9365575_090223,12:00:59,12:00:59,13237,6,0,1,3377
9365581_090223,15:20:59,15:20:59,13237,6,0,1,3377
9365832_090223,20:41:00,20:41:00,13237,6,0,1,3379
9365833_090223,21:11:00,21:11:00,13237,6,0,1,3379
9365835_090223,22:11:00,22:11:00,13237,6,0,1,3379
9376877_090223,13:40:48,13:40:48,13237,6,0,1,3377
9635746_090223,15:19:59,15:19:59,13237,7,0,0,3377
9635746_150223,15:19:59,15:19:59,13237,7,0,0,3377
9635747_090223,15:29:59,15:29:59,13237,7,0,0,3377
9635747_150223,15:29:59,15:29:59,13237,7,0,0,3377
969047_090223,17:20:06,17:20:06,12990,20,0,0,7060
9815296_090223,14:32:21,14:32:21,13237,11,0,0,4699
9815297_090223,15:02:21,15:02:21,13237,11,0,0,4699
9917134_090223,21:44:08,21:44:08,12990,38,0,0,12963
9954726_090223,04:31:59,04:31:59,13237,22,0,0,9763
9976535_090223,16:28:59,16:28:59,12990,11,0,1,4422
